signature	EntrezGene.ID	coefficient
IGF1	4728	1
IGF1	4860	1
IGF1	4900	1
IGF1	5029	1
IGF1	5106	1
IGF1	5214	1
IGF1	5277	1
IGF1	5373	1
IGF1	5427	1
IGF1	5534	1
IGF1	5601	1
IGF1	5621	1
IGF1	5723	1
IGF1	5831	1
IGF1	5833	1
IGF1	5983	1
IGF1	5985	1
IGF1	6182	1
IGF1	6197	1
IGF1	6199	1
IGF1	6301	1
IGF1	6319	1
IGF1	6472	1
IGF1	6510	1
IGF1	6520	1
IGF1	6535	1
IGF1	6541	1
IGF1	6576	1
IGF1	6624	1
IGF1	6627	1
IGF1	6674	1
IGF1	6721	1
IGF1	6723	1
IGF1	6897	1
IGF1	6949	1
IGF1	7083	1
IGF1	7262	1
IGF1	7264	1
IGF1	7277	1
IGF1	7283	1
IGF1	7347	1
IGF1	7407	1
IGF1	7422	1
IGF1	7443	1
IGF1	7453	1
IGF1	7791	1
IGF1	7804	1
IGF1	7866	1
IGF1	8078	1
IGF1	8140	1
IGF1	8260	1
IGF1	8273	1
IGF1	8402	1
IGF1	8407	1
IGF1	8487	1
IGF1	8533	1
IGF1	8573	1
IGF1	8623	1
IGF1	8669	1
IGF1	8682	1
IGF1	8726	1
IGF1	54898	1
IGF1	8818	1
IGF1	8829	1
IGF1	8877	1
IGF1	8891	1
IGF1	8900	1
IGF1	8974	1
IGF1	8985	1
IGF1	8986	1
IGF1	9040	1
IGF1	9129	1
IGF1	9141	1
IGF1	9145	1
IGF1	9238	1
IGF1	9260	1
IGF1	9270	1
IGF1	9361	1
IGF1	9455	1
IGF1	9466	1
IGF1	9631	1
IGF1	9636	1
IGF1	9738	1
IGF1	9818	1
IGF1	9830	1
IGF1	9933	1
IGF1	9948	1
IGF1	10038	1
IGF1	10061	1
IGF1	10105	1
IGF1	10184	1
IGF1	10273	1
IGF1	10425	1
IGF1	10452	1
IGF1	10469	1
IGF1	10528	1
IGF1	10573	1
IGF1	10644	1
IGF1	10807	1
IGF1	10808	1
IGF1	10897	1
IGF1	10926	1
IGF1	10950	1
IGF1	10962	1
IGF1	10963	1
IGF1	11033	1
IGF1	11047	1
IGF1	11151	1
IGF1	11187	1
IGF1	11247	1
IGF1	11260	1
IGF1	11266	1
IGF1	11322	1
IGF1	11332	1
IGF1	11340	1
IGF1	22843	1
IGF1	22913	1
IGF1	23043	1
IGF1	23165	1
IGF1	23234	1
IGF1	23381	1
IGF1	23516	1
IGF1	23555	1
IGF1	23590	1
IGF1	23594	1
IGF1	23649	1
IGF1	23657	1
IGF1	25888	1
IGF1	26155	1
IGF1	26168	1
IGF1	26227	1
IGF1	26271	1
IGF1	26471	1
IGF1	26472	1
IGF1	26521	1
IGF1	26973	1
IGF1	27341	1
IGF1	28231	1
IGF1	28960	1
IGF1	29107	1
IGF1	29763	1
IGF1	29893	1
IGF1	29901	1
IGF1	29915	1
IGF1	9807	1
IGF1	29960	1
IGF1	51016	1
IGF1	51018	1
IGF1	51022	1
IGF1	51025	1
IGF1	51073	1
IGF1	51075	1
IGF1	51083	1
IGF1	51087	1
IGF1	51109	1
IGF1	51236	1
IGF1	51330	1
IGF1	51400	1
IGF1	192286	1
IGF1	51728	1
IGF1	53838	1
IGF1	54205	1
IGF1	54442	1
IGF1	54476	1
IGF1	54541	1
IGF1	54663	1
IGF1	54849	1
IGF1	91860	1
IGF1	55038	1
IGF1	55061	1
IGF1	55071	1
IGF1	55110	1
IGF1	55111	1
IGF1	55168	1
IGF1	55176	1
IGF1	55224	1
IGF1	55312	1
IGF1	55341	1
IGF1	55379	1
IGF1	55388	1
IGF1	55630	1
IGF1	55700	1
IGF1	55720	1
IGF1	55969	1
IGF1	55975	1
IGF1	56894	1
IGF1	56935	1
IGF1	56942	1
IGF1	57060	1
IGF1	57102	1
IGF1	57418	1
IGF1	57596	1
IGF1	57706	1
IGF1	57761	1
IGF1	58526	1
IGF1	58986	1
IGF1	60673	1
IGF1	64118	1
IGF1	64222	1
IGF1	64782	1
IGF1	65990	1
IGF1	79000	1
IGF1	79006	1
IGF1	79050	1
IGF1	79071	1
IGF1	79080	1
IGF1	79094	1
IGF1	79154	1
IGF1	79174	1
IGF1	79180	1
IGF1	79412	1
IGF1	79573	1
IGF1	79581	1
IGF1	79609	1
IGF1	79693	1
IGF1	79710	1
IGF1	79711	1
IGF1	80178	1
IGF1	80179	1
IGF1	80742	1
IGF1	81034	1
IGF1	81570	1
IGF1	81873	1
IGF1	81894	1
IGF1	83743	1
IGF1	84065	1
IGF1	84549	1
IGF1	84617	1
IGF1	84790	1
IGF1	89797	1
IGF1	92170	1
IGF1	112398	1
IGF1	115201	1
IGF1	116496	1
IGF1	116832	1
IGF1	203068	1
IGF1	246243	1
IGF1	353189	1
IGF1	9	-1
IGF1	36	-1
IGF1	38	-1
IGF1	104	-1
IGF1	107	-1
IGF1	120	-1
IGF1	123	-1
IGF1	143	-1
IGF1	224	-1
IGF1	288	-1
IGF1	317	-1
IGF1	318	-1
IGF1	328	-1
IGF1	360	-1
IGF1	549	-1
IGF1	596	-1
IGF1	604	-1
IGF1	638	-1
IGF1	665	-1
IGF1	694	-1
IGF1	753	-1
IGF1	831	-1
IGF1	857	-1
IGF1	900	-1
IGF1	901	-1
IGF1	1102	-1
IGF1	1112	-1
IGF1	1200	-1
IGF1	1299	-1
IGF1	1315	-1
IGF1	1326	-1
IGF1	1362	-1
IGF1	1604	-1
IGF1	29935	-1
IGF1	1733	-1
IGF1	1942	-1
IGF1	1962	-1
IGF1	1974	-1
IGF1	1992	-1
IGF1	2053	-1
IGF1	2065	-1
IGF1	2066	-1
IGF1	2073	-1
IGF1	2186	-1
IGF1	2188	-1
IGF1	2258	-1
IGF1	2263	-1
IGF1	2273	-1
IGF1	2308	-1
IGF1	2330	-1
IGF1	2353	-1
IGF1	2515	-1
IGF1	2517	-1
IGF1	2535	-1
IGF1	2581	-1
IGF1	2745	-1
IGF1	2752	-1
IGF1	2799	-1
IGF1	2804	-1
IGF1	2888	-1
IGF1	2896	-1
IGF1	2990	-1
IGF1	3006	-1
IGF1	3012	-1
IGF1	3017	-1
IGF1	3155	-1
IGF1	3176	-1
IGF1	3321	-1
IGF1	3358	-1
IGF1	3431	-1
IGF1	3476	-1
IGF1	3554	-1
IGF1	3667	-1
IGF1	1506	-1
IGF1	3764	-1
IGF1	3778	-1
IGF1	3781	-1
IGF1	3797	-1
IGF1	3912	-1
IGF1	3964	-1
IGF1	4005	-1
IGF1	4048	-1
IGF1	4126	-1
IGF1	4128	-1
IGF1	4311	-1
IGF1	4329	-1
IGF1	4477	-1
IGF1	4501	-1
IGF1	4601	-1
IGF1	4602	-1
IGF1	4610	-1
IGF1	4753	-1
IGF1	4781	-1
IGF1	4886	-1
IGF1	4889	-1
IGF1	4982	-1
IGF1	5046	-1
IGF1	5087	-1
IGF1	5189	-1
IGF1	5238	-1
IGF1	5290	-1
IGF1	5334	-1
IGF1	5349	-1
IGF1	5376	-1
IGF1	5498	-1
IGF1	5538	-1
IGF1	5547	-1
IGF1	5627	-1
IGF1	5733	-1
IGF1	5734	-1
IGF1	5771	-1
IGF1	5783	-1
IGF1	5826	-1
IGF1	5926	-1
IGF1	5993	-1
IGF1	6019	-1
IGF1	6038	-1
IGF1	6253	-1
IGF1	6414	-1
IGF1	6642	-1
IGF1	6658	-1
IGF1	6672	-1
IGF1	6814	-1
IGF1	7026	-1
IGF1	7035	-1
IGF1	7045	-1
IGF1	7078	-1
IGF1	7107	-1
IGF1	7181	-1
IGF1	7306	-1
IGF1	7456	-1
IGF1	7508	-1
IGF1	7580	-1
IGF1	7770	-1
IGF1	7844	-1
IGF1	7852	-1
IGF1	8031	-1
IGF1	8204	-1
IGF1	8269	-1
IGF1	8339	-1
IGF1	8481	-1
IGF1	8502	-1
IGF1	8519	-1
IGF1	8613	-1
IGF1	8630	-1
IGF1	8660	-1
IGF1	8705	-1
IGF1	8720	-1
IGF1	8722	-1
IGF1	8800	-1
IGF1	8835	-1
IGF1	8934	-1
IGF1	8991	-1
IGF1	9111	-1
IGF1	9185	-1
IGF1	9187	-1
IGF1	9204	-1
IGF1	9236	-1
IGF1	9337	-1
IGF1	9338	-1
IGF1	9367	-1
IGF1	9419	-1
IGF1	9439	-1
IGF1	9444	-1
IGF1	9445	-1
IGF1	9467	-1
IGF1	9512	-1
IGF1	9517	-1
IGF1	9525	-1
IGF1	9528	-1
IGF1	9630	-1
IGF1	9638	-1
IGF1	9649	-1
IGF1	9665	-1
IGF1	9743	-1
IGF1	9764	-1
IGF1	9766	-1
IGF1	9767	-1
IGF1	9772	-1
IGF1	9779	-1
IGF1	9821	-1
IGF1	9847	-1
IGF1	9886	-1
IGF1	9906	-1
IGF1	9936	-1
IGF1	9946	-1
IGF1	10023	-1
IGF1	10040	-1
IGF1	10106	-1
IGF1	10129	-1
IGF1	10133	-1
IGF1	10142	-1
IGF1	10179	-1
IGF1	10267	-1
IGF1	10282	-1
IGF1	10284	-1
IGF1	10314	-1
IGF1	10325	-1
IGF1	10370	-1
IGF1	10397	-1
IGF1	10451	-1
IGF1	10610	-1
IGF1	10742	-1
IGF1	10753	-1
IGF1	10826	-1
IGF1	10916	-1
IGF1	10924	-1
IGF1	10928	-1
IGF1	10957	-1
IGF1	11045	-1
IGF1	11046	-1
IGF1	11069	-1
IGF1	11152	-1
IGF1	11345	-1
IGF1	22882	-1
IGF1	22920	-1
IGF1	23097	-1
IGF1	23158	-1
IGF1	23240	-1
IGF1	23321	-1
IGF1	23327	-1
IGF1	23351	-1
IGF1	23401	-1
IGF1	23411	-1
IGF1	23424	-1
IGF1	23503	-1
IGF1	23530	-1
IGF1	23548	-1
IGF1	23550	-1
IGF1	23554	-1
IGF1	23588	-1
IGF1	1122	-1
IGF1	23678	-1
IGF1	24149	-1
IGF1	25805	-1
IGF1	25840	-1
IGF1	25850	-1
IGF1	25875	-1
IGF1	25901	-1
IGF1	25913	-1
IGF1	25949	-1
IGF1	25996	-1
IGF1	26018	-1
IGF1	26100	-1
IGF1	26235	-1
IGF1	26273	-1
IGF1	26509	-1
IGF1	26751	-1
IGF1	27010	-1
IGF1	27072	-1
IGF1	27113	-1
IGF1	27241	-1
IGF1	27250	-1
IGF1	27316	-1
IGF1	28965	-1
IGF1	29071	-1
IGF1	29099	-1
IGF1	29760	-1
IGF1	29799	-1
IGF1	29887	-1
IGF1	29995	-1
IGF1	51019	-1
IGF1	51084	-1
IGF1	51172	-1
IGF1	51227	-1
IGF1	51231	-1
IGF1	51292	-1
IGF1	51309	-1
IGF1	51315	-1
IGF1	51363	-1
IGF1	51447	-1
IGF1	51474	-1
IGF1	51594	-1
IGF1	51626	-1
IGF1	51646	-1
IGF1	51696	-1
IGF1	54014	-1
IGF1	54453	-1
IGF1	54621	-1
IGF1	54664	-1
IGF1	54665	-1
IGF1	54769	-1
IGF1	54800	-1
IGF1	54816	-1
IGF1	54898	-1
IGF1	54974	-1
IGF1	55008	-1
IGF1	55062	-1
IGF1	55100	-1
IGF1	55196	-1
IGF1	55204	-1
IGF1	55213	-1
IGF1	55218	-1
IGF1	55286	-1
IGF1	55296	-1
IGF1	55315	-1
IGF1	55332	-1
IGF1	55501	-1
IGF1	55510	-1
IGF1	55625	-1
IGF1	55742	-1
IGF1	55763	-1
IGF1	55788	-1
IGF1	55793	-1
IGF1	55812	-1
IGF1	55818	-1
IGF1	55827	-1
IGF1	55830	-1
IGF1	55837	-1
IGF1	55857	-1
IGF1	55900	-1
IGF1	56603	-1
IGF1	56898	-1
IGF1	56922	-1
IGF1	56997	-1
IGF1	57007	-1
IGF1	57088	-1
IGF1	57326	-1
IGF1	57419	-1
IGF1	57509	-1
IGF1	57515	-1
IGF1	57599	-1
IGF1	57728	-1
IGF1	57758	-1
IGF1	57763	-1
IGF1	58488	-1
IGF1	58497	-1
IGF1	59348	-1
IGF1	60686	-1
IGF1	63892	-1
IGF1	63897	-1
IGF1	63901	-1
IGF1	63920	-1
IGF1	64430	-1
IGF1	64786	-1
IGF1	64798	-1
IGF1	64927	-1
IGF1	65018	-1
IGF1	65084	-1
IGF1	79083	-1
IGF1	79090	-1
IGF1	79443	-1
IGF1	79611	-1
IGF1	79664	-1
IGF1	79665	-1
IGF1	79738	-1
IGF1	79762	-1
IGF1	79789	-1
IGF1	79864	-1
IGF1	79901	-1
IGF1	79983	-1
IGF1	80195	-1
IGF1	80230	-1
IGF1	80254	-1
IGF1	80303	-1
IGF1	80344	-1
IGF1	80853	-1
IGF1	81031	-1
IGF1	81578	-1
IGF1	81603	-1
IGF1	81627	-1
IGF1	83439	-1
IGF1	84124	-1
IGF1	84159	-1
IGF1	89910	-1
IGF1	90362	-1
IGF1	90864	-1
IGF1	93129	-1
IGF1	112611	-1
IGF1	113791	-1
IGF1	114625	-1
IGF1	114876	-1
IGF1	114883	-1
IGF1	123872	-1
IGF1	151050	-1
IGF1	259230	-1
IGF1	286148	-1
SRC	89845	-1
SRC	47	-1
SRC	771	-1
SRC	55870	-1
SRC	55612	-1
SRC	157680	-1
SRC	1296	-1
SRC	1479	-1
SRC	8853	-1
SRC	115817	-1
SRC	9988	-1
SRC	131566	-1
SRC	79813	-1
SRC	2135	-1
SRC	55120	-1
SRC	64848	-1
SRC	10634	-1
SRC	10808	-1
SRC	23023	-1
SRC	23030	-1
SRC	9388	-1
SRC	125476	-1
SRC	4047	-1
SRC	4140	-1
SRC	326625	1
SRC	6526	-1
SRC	23645	1
SRC	144165	-1
SRC	150696	-1
SRC	5744	-1
SRC	5896	1
SRC	6241	-1
SRC	26278	-1
SRC	79048	-1
SRC	5055	-1
SRC	6558	-1
SRC	6714	1
SRC	6714	1
SRC	6744	-1
SRC	10299	-1
SRC	7128	-1
SRC	23270	-1
SRC	7559	-1
SRC	7559	-1
SRC	27107	-1
SRC	51592	-1
SRC	1277	-1
MYC	8714	-1
MYC	8714	-1
MYC	55902	-1
MYC	101	-1
MYC	219	1
MYC	10195	1
MYC	54865	1
MYC	55615	1
MYC	406	-1
MYC	406	-1
MYC	56938	-1
MYC	471	1
MYC	493	-1
MYC	493	-1
MYC	617	1
MYC	51154	1
MYC	54976	1
MYC	901	-1
MYC	55143	-1
MYC	1017	-1
MYC	1019	1
MYC	8837	-1
MYC	51651	1
MYC	57530	-1
MYC	84916	1
MYC	84916	1
MYC	64857	-1
MYC	1277	-1
MYC	1289	-1
MYC	1296	-1
MYC	10903	-1
MYC	23564	-1
MYC	23564	-1
MYC	1662	1
MYC	8886	1
MYC	1606	-1
MYC	1723	1
MYC	115817	-1
MYC	1736	1
MYC	91404	-1
MYC	27340	1
MYC	1844	1
MYC	2012	-1
MYC	54869	-1
MYC	54869	-1
MYC	2065	-1
MYC	2193	1
MYC	2256	-1
MYC	89848	-1
MYC	54663	1
MYC	54475	1
MYC	55341	1
MYC	55341	1
MYC	79584	1
MYC	55621	1
MYC	55621	1
MYC	55794	1
MYC	144577	1
MYC	124093	1
MYC	259173	-1
MYC	10056	1
MYC	2801	-1
MYC	266977	-1
MYC	9982	-1
MYC	7965	1
MYC	90161	1
MYC	3310	1
MYC	51491	1
MYC	3329	1
MYC	92856	1
MYC	79711	1
MYC	10379	-1
MYC	7965	1
MYC	23171	1
MYC	23170	1
MYC	23351	-1
MYC	23351	-1
MYC	23357	1
MYC	57674	-1
MYC	57707	-1
MYC	3918	-1
MYC	124402	1
MYC	148523	1
MYC	201164	1
MYC	203522	-1
MYC	55326	1
MYC	4053	-1
MYC	27346	1
MYC	27346	1
MYC	27346	1
MYC	9064	-1
MYC	255231	1
MYC	4234	1
MYC	84798	1
MYC	84315	1
MYC	84331	1
MYC	84291	1
MYC	79081	1
MYC	79080	1
MYC	27042	1
MYC	78991	1
MYC	79026	-1
MYC	79026	-1
MYC	8569	-1
MYC	4486	-1
MYC	10514	1
MYC	4609	1
MYC	22861	-1
MYC	22861	-1
MYC	4691	1
MYC	4791	-1
MYC	4804	-1
MYC	64780	-1
MYC	4817	-1
MYC	4839	1
MYC	10528	1
MYC	65083	1
MYC	9221	1
MYC	8829	-1
MYC	26354	1
MYC	4909	-1
MYC	55117	1
MYC	55117	1
MYC	26747	1
MYC	23762	-1
MYC	5036	1
MYC	10606	1
MYC	5091	-1
MYC	26577	1
MYC	56652	1
MYC	23481	1
MYC	5213	1
MYC	5245	1
MYC	5252	-1
MYC	5328	-1
MYC	5339	-1
MYC	5373	1
MYC	87178	1
MYC	80308	1
MYC	54704	-1
MYC	9266	-1
MYC	10244	1
MYC	9052	-1
MYC	10171	1
MYC	64285	-1
MYC	10799	1
MYC	9136	1
MYC	56915	1
MYC	10813	1
MYC	1992	-1
MYC	119559	1
MYC	119559	1
MYC	84561	1
MYC	6573	1
MYC	6573	1
MYC	3177	1
MYC	6535	1
MYC	84189	-1
MYC	6525	-1
MYC	6525	-1
MYC	57154	-1
MYC	6652	1
MYC	6653	-1
MYC	6709	-1
MYC	6709	-1
MYC	6723	1
MYC	54961	-1
MYC	50861	-1
MYC	152579	1
MYC	6832	1
MYC	6949	1
MYC	29914	1
MYC	64216	1
MYC	7051	-1
MYC	26277	-1
MYC	7127	-1
MYC	7846	-1
MYC	6843	-1
MYC	55759	1
MYC	26094	1
MYC	57510	1
MYC	79413	-1
MYC	3310	1
MYC	23246	1
MYC	1736	1
MYC	637	1
MYC	51619	-1
MYC	80761	-1
MYC	7052	-1
MYC	400077	-1
MYC	5339	-1
E2F3	23456	1
E2F3	89845	-1
E2F3	9429	1
E2F3	253152	1
E2F3	109	1
E2F3	51517	1
E2F3	231	1
E2F3	207	1
E2F3	7915	1
E2F3	56172	1
E2F3	134549	1
E2F3	576	1
E2F3	10018	1
E2F3	54880	1
E2F3	54880	1
E2F3	55612	-1
E2F3	221545	1
E2F3	221545	1
E2F3	84553	1
E2F3	55603	1
E2F3	55450	1
E2F3	10645	1
E2F3	896	1
E2F3	898	1
E2F3	9134	1
E2F3	9134	1
E2F3	9308	1
E2F3	23097	1
E2F3	23097	1
E2F3	1028	1
E2F3	1029	1
E2F3	1031	1
E2F3	1050	1
E2F3	8534	1
E2F3	9435	1
E2F3	56548	1
E2F3	84678	1
E2F3	25792	1
E2F3	9738	1
E2F3	1407	1
E2F3	10675	1
E2F3	79850	1
E2F3	10208	-1
E2F3	27065	1
E2F3	1633	1
E2F3	64858	1
E2F3	23576	1
E2F3	26100	1
E2F3	26151	-1
E2F3	23336	1
E2F3	23234	1
E2F3	29980	1
E2F3	53820	1
E2F3	1857	1
E2F3	144455	1
E2F3	1917	1
E2F3	2026	1
E2F3	399474	1
E2F3	54566	1
E2F3	1969	-1
E2F3	2146	1
E2F3	2175	1
E2F3	2175	1
E2F3	23014	1
E2F3	2237	1
E2F3	2237	1
E2F3	2254	1
E2F3	2261	1
E2F3	55084	1
E2F3	64130	1
E2F3	65055	1
E2F3	65055	1
E2F3	84915	1
E2F3	54808	1
E2F3	54463	1
E2F3	54867	1
E2F3	92370	1
E2F3	132332	1
E2F3	149175	1
E2F3	158158	1
E2F3	253650	1
E2F3	441459	1
E2F3	94234	1
E2F3	10023	1
E2F3	8321	1
E2F3	8321	1
E2F3	2643	1
E2F3	80318	1
E2F3	80318	1
E2F3	2743	1
E2F3	2774	1
E2F3	84634	1
E2F3	57531	1
E2F3	51696	1
E2F3	23462	1
E2F3	23462	1
E2F3	51523	1
E2F3	29901	1
E2F3	55540	1
E2F3	55540	1
E2F3	55540	1
E2F3	3553	-1
E2F3	3625	1
E2F3	3643	1
E2F3	56704	1
E2F3	200845	1
E2F3	10656	1
E2F3	23199	1
E2F3	23199	1
E2F3	26033	1
E2F3	23030	-1
E2F3	23158	1
E2F3	55636	1
E2F3	25959	1
E2F3	55225	1
E2F3	116236	1
E2F3	116238	1
E2F3	125476	-1
E2F3	129607	1
E2F3	151194	1
E2F3	221061	1
E2F3	90355	1
E2F3	90378	1
E2F3	26018	1
E2F3	4038	1
E2F3	27346	1
E2F3	27346	1
E2F3	27346	1
E2F3	4091	1
E2F3	79174	1
E2F3	254887	1
E2F3	115752	1
E2F3	1609	-1
E2F3	130574	1
E2F3	79101	-1
E2F3	79022	1
E2F3	4324	1
E2F3	22808	1
E2F3	4602	1
E2F3	4678	1
E2F3	4747	1
E2F3	81831	1
E2F3	81831	1
E2F3	51199	1
E2F3	9631	1
E2F3	1122	1
E2F3	5111	1
E2F3	26577	1
E2F3	5151	1
E2F3	23089	1
E2F3	23089	1
E2F3	5209	1
E2F3	55274	1
E2F3	5253	1
E2F3	57157	1
E2F3	5300	1
E2F3	29941	1
E2F3	23228	1
E2F3	23129	1
E2F3	5426	1
E2F3	5427	1
E2F3	8613	1
E2F3	29028	1
E2F3	29028	1
E2F3	29028	1
E2F3	11168	1
E2F3	5742	-1
E2F3	11137	-1
E2F3	5827	1
E2F3	25837	1
E2F3	25837	1
E2F3	51514	1
E2F3	9401	1
E2F3	25907	1
E2F3	58517	-1
E2F3	6117	1
E2F3	65078	1
E2F3	864	1
E2F3	864	1
E2F3	6334	1
E2F3	6337	-1
E2F3	9147	-1
E2F3	10194	1
E2F3	10194	1
E2F3	51460	1
E2F3	6431	-1
E2F3	6450	1
E2F3	23309	-1
E2F3	147912	1
E2F3	8604	1
E2F3	8604	1
E2F3	11000	1
E2F3	9368	1
E2F3	6666	1
E2F3	123606	1
E2F3	6720	-1
E2F3	117178	1
E2F3	201254	1
E2F3	6812	1
E2F3	6874	1
E2F3	7004	1
E2F3	7027	1
E2F3	7074	1
E2F3	64097	1
E2F3	53346	1
E2F3	7107	1
E2F3	79056	1
E2F3	7128	-1
E2F3	10612	1
E2F3	81786	1
E2F3	7368	1
E2F3	10309	1
E2F3	7474	1
E2F3	7474	1
E2F3	9933	-1
E2F3	7748	-1
E2F3	11130	1
E2F3	376267	1
E2F3	64130	1
E2F3	388228	1
E2F3	388228	1
E2F3	112724	-1
BetaCatenin	10152	-1
BetaCatenin	26225	-1
BetaCatenin	55870	-1
BetaCatenin	546	-1
BetaCatenin	8313	1
BetaCatenin	55612	-1
BetaCatenin	55612	-1
BetaCatenin	25957	-1
BetaCatenin	9749	-1
BetaCatenin	23196	-1
BetaCatenin	1305	-1
BetaCatenin	1296	-1
BetaCatenin	1462	-1
BetaCatenin	9126	-1
BetaCatenin	1591	1
BetaCatenin	170506	-1
BetaCatenin	1778	-1
BetaCatenin	1847	-1
BetaCatenin	1997	-1
BetaCatenin	2058	-1
BetaCatenin	55205	-1
BetaCatenin	80205	-1
BetaCatenin	94234	1
BetaCatenin	10772	-1
BetaCatenin	55970	-1
BetaCatenin	3552	-1
BetaCatenin	23185	-1
BetaCatenin	23351	-1
BetaCatenin	23023	-1
BetaCatenin	23030	-1
BetaCatenin	23254	-1
BetaCatenin	23325	-1
BetaCatenin	259282	-1
BetaCatenin	26524	-1
BetaCatenin	987	-1
BetaCatenin	7798	-1
BetaCatenin	79109	-1
BetaCatenin	79101	-1
BetaCatenin	8202	-1
BetaCatenin	4750	-1
BetaCatenin	25805	1
BetaCatenin	2908	-1
BetaCatenin	5325	-1
BetaCatenin	5325	-1
BetaCatenin	59338	-1
BetaCatenin	5744	-1
BetaCatenin	9444	-1
BetaCatenin	157869	1
BetaCatenin	79048	-1
BetaCatenin	6322	-1
BetaCatenin	9147	-1
BetaCatenin	140890	-1
BetaCatenin	9169	-1
BetaCatenin	6431	-1
BetaCatenin	23049	-1
BetaCatenin	6653	-1
BetaCatenin	57187	-1
BetaCatenin	57187	-1
BetaCatenin	7128	-1
BetaCatenin	7150	-1
BetaCatenin	7150	-1
BetaCatenin	9830	1
BetaCatenin	2908	-1
BetaCatenin	619435	-1
BetaCatenin	860	1
